gene,sl_score,sl_n_drivers,sl_drivers,deg_score,deg_cancers,drug_score,n_drugs,approved_drugs,drug_names,immune_score,actionability
TNNT1,0.0,0,,0.3954844729104504,"BRCA(↑2.4), LUAD(↑1.6)",0.0,0,0,,0.0,0.0988711182276126
SLC2A1,0.0,0,,0.3941366437925873,"BRCA(↑1.2), LUAD(↑2.7)",0.0,0,0,,0.0,0.09853416094814682
SAPCD2,0.0,0,,0.3940056691002914,"BRCA(↑1.6), LUAD(↑2.3)",0.0,0,0,,0.0,0.09850141727507285
CDCA3,0.0,0,,0.3932743711161656,"BRCA(↑2.1), LUAD(↑1.9)",0.0,0,0,,0.0,0.0983185927790414
RMI2,0.0,0,,0.392174251230034,"BRCA(↑2.1), LUAD(↑1.8)",0.0,0,0,,0.0,0.0980435628075085
LMNB1,0.0,0,,0.3920873570597649,"BRCA(↑2.2), LUAD(↑1.7)",0.0,0,0,,0.0,0.09802183926494122
SKA1,0.0,0,,0.39121075046281817,"BRCA(↑2.1), LUAD(↑1.8)",0.0,0,0,,0.0,0.09780268761570454
GTSE1,0.0,0,,0.39107846753925485,"BRCA(↑1.9), LUAD(↑2.0)",0.0,0,0,,0.0,0.09776961688481371
GINS2,0.0,0,,0.3903023923939565,"BRCA(↑1.8), LUAD(↑2.1)",0.0,0,0,,0.0,0.09757559809848912
IGHGP,0.0,0,,0.3897262759060669,"BRCA(↑1.3), LUAD(↑2.6)",0.0,0,0,,0.0,0.09743156897651672
MIR4653,0.0,0,,0.38898351200091835,"BRCA(↑1.7), LUAD(↑2.2)",0.0,0,0,,0.0,0.09724587800022959
DSCAM-AS1,0.0,0,,0.38803989290265367,"BRCA(↑2.6), LUAD(↑1.3)",0.0,0,0,,0.0,0.09700997322566342
TWNK,0.2,1,KRAS,0.10744285569141061,LUAD(↑1.1),0.0,0,0,,0.0,0.09686071392285264
SBK1,0.0,0,,0.38712099516856674,"BRCA(↑2.0), LUAD(↑1.8)",0.0,0,0,,0.0,0.09678024879214168
CST2,0.0,0,,0.3863703563826323,"BRCA(↑2.3), LUAD(↑1.5)",0.0,0,0,,0.0,0.09659258909565807
DTYMK,0.2,1,MYC,0.10588310300447512,LUAD(↑1.1),0.0,0,0,,0.0,0.09647077575111877
B4GALNT4,0.0,0,,0.3857882181227814,"BRCA(↑1.8), LUAD(↑2.1)",0.0,0,0,,0.0,0.09644705453069535
PIMREG,0.0,0,,0.3852234456329834,"BRCA(↑1.9), LUAD(↑1.9)",0.0,0,0,,0.0,0.09630586140824585
TRIP13,0.0,0,,0.38485588647248176,"BRCA(↑1.9), LUAD(↑2.0)",0.0,0,0,,0.0,0.09621397161812044
GOLM1,0.0,0,,0.3803188455679942,"BRCA(↑1.4), LUAD(↑2.4)",0.0,0,0,,0.0,0.09507971139199856
IGHG3,0.0,0,,0.3787198925888428,"BRCA(↑1.4), LUAD(↑2.4)",0.0,0,0,,0.0,0.0946799731472107
PODXL2,0.0,0,,0.3756984856423117,"BRCA(↑1.4), LUAD(↑2.4)",0.0,0,0,,0.0,0.09392462141057792
CKAP2L,0.0,0,,0.37553582606067315,"BRCA(↑2.0), LUAD(↑1.8)",0.0,0,0,,0.0,0.09388395651516829
CENPU,0.0,0,,0.3747922005582901,"BRCA(↑2.0), LUAD(↑1.8)",0.0,0,0,,0.0,0.09369805013957253
CDC25C,0.0,0,,0.3744044904705747,"BRCA(↑1.9), LUAD(↑1.8)",0.0,0,0,,0.0,0.09360112261764368
SPC25,0.0,0,,0.37384688436971225,"BRCA(↑2.1), LUAD(↑1.6)",0.0,0,0,,0.0,0.09346172109242806
MDK,0.0,0,,0.3702368452969834,"BRCA(↑1.2), LUAD(↑2.5)",0.0,0,0,,0.0,0.09255921132424585
DEPDC1B,0.0,0,,0.36964270300283875,"BRCA(↑1.7), LUAD(↑2.0)",0.0,0,0,,0.0,0.09241067575070969
ITPKA,0.0,0,,0.36908281276702926,"BRCA(↑1.0), LUAD(↑2.6)",0.0,0,0,,0.0,0.09227070319175731
NCAPH,0.0,0,,0.36781020635182504,"BRCA(↑1.9), LUAD(↑1.8)",0.0,0,0,,0.0,0.09195255158795626
DEPDC1,0.0,0,,0.3675944460165955,"BRCA(↑1.8), LUAD(↑1.9)",0.0,0,0,,0.0,0.09189861150414888
NMU,0.0,0,,0.3675600775185396,"BRCA(↑1.1), LUAD(↑2.6)",0.0,0,0,,0.0,0.0918900193796349
MCM10,0.0,0,,0.3664732726168595,"BRCA(↑1.8), LUAD(↑1.9)",0.0,0,0,,0.0,0.09161831815421488
COL3A1,0.0,0,,0.3627164952719449,"BRCA(↑1.4), LUAD(↑2.3)",0.0,0,0,,0.0,0.09067912381798622
ADM2,0.0,0,,0.3620503376579712,"BRCA(↑1.4), LUAD(↑2.2)",0.0,0,0,,0.0,0.0905125844144928
RAB26,0.0,0,,0.3620011309817408,"BRCA(↑2.0), LUAD(↑1.6)",0.0,0,0,,0.0,0.0905002827454352
KIF23,0.0,0,,0.36029228333072866,"BRCA(↑2.0), LUAD(↑1.6)",0.0,0,0,,0.0,0.09007307083268216
FUT2,0.0,0,,0.3585592626213448,"BRCA(↑1.1), LUAD(↑2.5)",0.0,0,0,,0.0,0.0896398156553362
SYT13,0.0,0,,0.3581223750859575,"BRCA(↑2.5), LUAD(↑1.0)",0.0,0,0,,0.0,0.08953059377148938
SLC7A5,0.0,0,,0.3562544415067332,"BRCA(↑1.5), LUAD(↑2.0)",0.0,0,0,,0.0,0.0890636103766833
KRT8,0.0,0,,0.3560789090528134,"BRCA(↑2.2), LUAD(↑1.3)",0.0,0,0,,0.0,0.08901972726320335
RAMP1,0.0,0,,0.3553265361405022,"BRCA(↑2.1), LUAD(↑1.5)",0.0,0,0,,0.0,0.08883163403512555
C15orf48,0.0,0,,0.35265238120525433,"BRCA(↑1.4), LUAD(↑2.1)",0.0,0,0,,0.0,0.08816309530131358
B3GNT3,0.0,0,,0.3525275976442443,"BRCA(↓-1.2), LUAD(↑3.5)",0.0,0,0,,0.0,0.08813189941106107
HES6,0.0,0,,0.35170880980210956,"BRCA(↑2.0), LUAD(↑1.6)",0.0,0,0,,0.0,0.08792720245052739
GPRIN1,0.0,0,,0.35166811598201786,"BRCA(↑1.8), LUAD(↑1.7)",0.0,0,0,,0.0,0.08791702899550446
BICDL1,0.0,0,,0.35157477810678983,"BRCA(↑2.1), LUAD(↑1.4)",0.0,0,0,,0.0,0.08789369452669746
TMEM132A,0.0,0,,0.3513971389424303,"BRCA(↑2.0), LUAD(↑1.6)",0.0,0,0,,0.0,0.08784928473560757
TLCD1,0.0,0,,0.35108741219012235,"BRCA(↑2.0), LUAD(↑1.5)",0.0,0,0,,0.0,0.08777185304753059
SMIM22,0.0,0,,0.3508848453199398,"BRCA(↑2.0), LUAD(↑1.5)",0.0,0,0,,0.0,0.08772121132998495
TMEM184A,0.0,0,,0.35054461041268337,"BRCA(↑1.1), LUAD(↑2.4)",0.0,0,0,,0.0,0.08763615260317084
RHPN1,0.0,0,,0.35006934553329616,"BRCA(↑1.9), LUAD(↑1.6)",0.0,0,0,,0.0,0.08751733638332404
ESPL1,0.0,0,,0.34998507520168304,"BRCA(↑1.8), LUAD(↑1.7)",0.0,0,0,,0.0,0.08749626880042076
E2F8,0.0,0,,0.34904071488694227,"BRCA(↑1.7), LUAD(↑1.8)",0.0,0,0,,0.0,0.08726017872173557
KPNA2,0.0,0,,0.3489424686895917,"BRCA(↑1.9), LUAD(↑1.6)",0.0,0,0,,0.0,0.08723561717239793
CENPM,0.0,0,,0.3487111864687138,"BRCA(↑2.0), LUAD(↑1.4)",0.0,0,0,,0.0,0.08717779661717845
NEIL3,0.0,0,,0.3473466114038907,"BRCA(↑1.6), LUAD(↑1.8)",0.0,0,0,,0.0,0.08683665285097268
SULF1,0.0,0,,0.3464868223207086,"BRCA(↑1.6), LUAD(↑1.9)",0.0,0,0,,0.0,0.08662170558017715
DNAJC12,0.0,0,,0.34621706707996586,"BRCA(↑1.3), LUAD(↑2.2)",0.0,0,0,,0.0,0.08655426676999146
PRAME,0.0,0,,0.34578314390323034,"BRCA(↑1.4), LUAD(↑2.0)",0.0,0,0,,0.0,0.08644578597580758
DBNDD1,0.0,0,,0.3457610704601123,"BRCA(↑1.8), LUAD(↑1.7)",0.0,0,0,,0.0,0.08644026761502807
AGR2,0.0,0,,0.34558594741813814,"BRCA(↑2.0), LUAD(↑1.4)",0.0,0,0,,0.0,0.08639648685453453
AKR7A3,0.0,0,,0.34444162609315987,"BRCA(↑1.3), LUAD(↑2.2)",0.0,0,0,,0.0,0.08611040652328997
C1QTNF6,0.0,0,,0.34343430304093703,"BRCA(↑1.8), LUAD(↑1.6)",0.0,0,0,,0.0,0.08585857576023426
CDCA2,0.0,0,,0.3422555989038619,"BRCA(↑1.7), LUAD(↑1.7)",0.0,0,0,,0.0,0.08556389972596548
HMGA1,0.0,0,,0.3418615642984456,"BRCA(↑1.4), LUAD(↑2.0)",0.0,0,0,,0.0,0.0854653910746114
POSTN,0.0,0,,0.3411608604989495,"BRCA(↑2.0), LUAD(↑1.4)",0.0,0,0,,0.0,0.08529021512473738
NME1,0.0,0,,0.34070324958426995,"BRCA(↑1.5), LUAD(↑1.9)",0.0,0,0,,0.0,0.08517581239606749
MARCKSL1,0.0,0,,0.34031159053603544,"BRCA(↑1.6), LUAD(↑1.8)",0.0,0,0,,0.0,0.08507789763400886
LINC02544,0.0,0,,0.339986540294011,"BRCA(↑2.3), LUAD(↑1.1)",0.0,0,0,,0.0,0.08499663507350275
PCLAF,0.0,0,,0.33988517547858743,"BRCA(↑1.9), LUAD(↑1.5)",0.0,0,0,,0.0,0.08497129386964686
CCNE1,0.0,0,,0.3389704209614883,"BRCA(↑1.3), LUAD(↑2.0)",0.0,0,0,,0.0,0.08474260524037207
PRR36,0.0,0,,0.3383881098635291,"BRCA(↑1.9), LUAD(↑1.5)",0.0,0,0,,0.0,0.08459702746588227
COL5A1,0.0,0,,0.33726135612819574,"BRCA(↑1.8), LUAD(↑1.6)",0.0,0,0,,0.0,0.08431533903204894
TNFRSF18,0.0,0,,0.33677664302803756,"BRCA(↑1.7), LUAD(↑1.6)",0.0,0,0,,0.0,0.08419416075700939
EEF1AKMT4,0.0,0,,0.3365956454082219,"BRCA(↑1.6), LUAD(↑1.8)",0.0,0,0,,0.0,0.08414891135205547
MCM4,0.0,0,,0.33601218698652574,"BRCA(↑1.5), LUAD(↑1.9)",0.0,0,0,,0.0,0.08400304674663144
ANKRD22,0.0,0,,0.3356796324200312,"BRCA(↑1.4), LUAD(↑2.0)",0.0,0,0,,0.0,0.0839199081050078
PLEK2,0.0,0,,0.33371351043279446,"BRCA(↑1.2), LUAD(↑2.1)",0.0,0,0,,0.0,0.08342837760819861
FOXD3-AS1,0.0,0,,0.3333074645048864,"BRCA(↑1.8), LUAD(↑1.5)",0.0,0,0,,0.0,0.0833268661262216
JPT1,0.0,0,,0.3332460636335242,"BRCA(↑1.8), LUAD(↑1.5)",0.0,0,0,,0.0,0.08331151590838105
RAD51,0.0,0,,0.33313923693699843,"BRCA(↑1.8), LUAD(↑1.5)",0.0,0,0,,0.0,0.08328480923424961
H2BC4,0.0,0,,0.3326928149399148,"BRCA(↑1.7), LUAD(↑1.6)",0.0,0,0,,0.0,0.0831732037349787
ECT2,0.0,0,,0.33221336367870524,"BRCA(↑1.6), LUAD(↑1.7)",0.0,0,0,,0.0,0.08305334091967631
H2BC8,0.0,0,,0.33160620062336676,"BRCA(↑1.7), LUAD(↑1.7)",0.0,0,0,,0.0,0.08290155015584169
CCNP,0.0,0,,0.33058880913477334,"BRCA(↑1.8), LUAD(↑1.5)",0.0,0,0,,0.0,0.08264720228369334
IBSP,0.0,0,,0.33021770438544185,"BRCA(↑2.3), LUAD(↑1.1)",0.0,0,0,,0.0,0.08255442609636046
MB,0.0,0,,0.3299572171781088,"BRCA(↑1.3), LUAD(↑2.0)",0.0,0,0,,0.0,0.0824893042945272
CYP24A1,0.0,0,,0.32959218741249957,LUAD(↑3.3),0.0,0,0,,0.0,0.08239804685312489
ERCC6L,0.0,0,,0.32872398548152304,"BRCA(↑1.7), LUAD(↑1.6)",0.0,0,0,,0.0,0.08218099637038076
CPNE7,0.0,0,,0.328531160743786,"BRCA(↑1.4), LUAD(↑1.8)",0.0,0,0,,0.0,0.0821327901859465
ADAM8,0.0,0,,0.3284181310403594,"BRCA(↑1.5), LUAD(↑1.7)",0.0,0,0,,0.0,0.08210453276008985
ORC1,0.0,0,,0.3268836784890484,"BRCA(↑1.5), LUAD(↑1.8)",0.0,0,0,,0.0,0.0817209196222621
COL5A2,0.0,0,,0.32681557500153274,"BRCA(↑1.6), LUAD(↑1.6)",0.0,0,0,,0.0,0.08170389375038319
TMPRSS4,0.0,0,,0.3257392172674608,LUAD(↑3.3),0.0,0,0,,0.0,0.0814348043168652
EPCAM,0.0,0,,0.3255642737703953,"BRCA(↑1.8), LUAD(↑1.5)",0.0,0,0,,0.0,0.08139106844259883
PPP1R14B,0.0,0,,0.3254097781694476,"BRCA(↑1.3), LUAD(↑2.0)",0.0,0,0,,0.0,0.0813524445423619
KRT18,0.0,0,,0.3251378939402402,"BRCA(↑2.1), LUAD(↑1.1)",0.0,0,0,,0.0,0.08128447348506004
E2F1,0.0,0,,0.3245139760283018,"BRCA(↑2.1), LUAD(↑1.2)",0.0,0,0,,0.0,0.08112849400707545
PROM2,0.0,0,,0.3239135444222686,"BRCA(↑1.2), LUAD(↑2.1)",0.0,0,0,,0.0,0.08097838610556715
RAD51AP1,0.0,0,,0.3212299788478391,"BRCA(↑1.8), LUAD(↑1.4)",0.0,0,0,,0.0,0.08030749471195978
PPP1R14BP3,0.0,0,,0.32084888203423106,"BRCA(↑1.3), LUAD(↑1.9)",0.0,0,0,,0.0,0.08021222050855777
BMP8A,0.0,0,,0.32074903557147805,"BRCA(↑1.6), LUAD(↑1.7)",0.0,0,0,,0.0,0.08018725889286951
UBE2S,0.0,0,,0.3203848733496365,"BRCA(↑1.9), LUAD(↑1.3)",0.0,0,0,,0.0,0.08009621833740913
KIF15,0.0,0,,0.31982446217737204,"BRCA(↑1.7), LUAD(↑1.5)",0.0,0,0,,0.0,0.07995611554434301
CDKN2A,0.0,0,,0.3196157946370225,"BRCA(↑1.4), LUAD(↑1.8)",0.0,0,0,,0.0,0.07990394865925562
H4C8,0.0,0,,0.3194718317597978,"BRCA(↑1.8), LUAD(↑1.4)",0.0,0,0,,0.0,0.07986795793994945
EFNA4,0.0,0,,0.319461307524706,"BRCA(↑1.2), LUAD(↑2.0)",0.0,0,0,,0.0,0.0798653268811765
NECTIN4,0.0,0,,0.31873290894048684,"BRCA(↑1.2), LUAD(↑2.0)",0.0,0,0,,0.0,0.07968322723512171
SLC50A1,0.0,0,,0.317911700623094,"BRCA(↑1.6), LUAD(↑1.5)",0.0,0,0,,0.0,0.0794779251557735
CLDN3,0.0,0,,0.3175135976822122,"BRCA(↑1.7), LUAD(↑1.4)",0.0,0,0,,0.0,0.07937839942055305
PPP1R14D,0.0,0,,0.315895119187077,LUAD(↑3.2),0.0,0,0,,0.0,0.07897377979676926
SHCBP1,0.0,0,,0.31583502419156034,"BRCA(↑1.7), LUAD(↑1.5)",0.0,0,0,,0.0,0.07895875604789009
MNX1-AS1,0.0,0,,0.31522699655123804,"BRCA(↑1.0), LUAD(↑2.1)",0.0,0,0,,0.0,0.07880674913780951
H2AC8,0.0,0,,0.314228230149424,"BRCA(↑1.4), LUAD(↑1.7)",0.0,0,0,,0.0,0.078557057537356
CHEK1,0.0,0,,0.313923875185912,"BRCA(↑1.4), LUAD(↑1.8)",0.0,0,0,,0.0,0.078480968796478
SERINC2,0.0,0,,0.31334021078990737,"BRCA(↑1.4), LUAD(↑1.7)",0.0,0,0,,0.0,0.07833505269747684
TMEM63C,0.0,0,,0.31331550971138544,"BRCA(↑1.3), LUAD(↑1.8)",0.0,0,0,,0.0,0.07832887742784636
TACC3,0.0,0,,0.313270189344782,"BRCA(↑1.8), LUAD(↑1.4)",0.0,0,0,,0.0,0.0783175473361955
ETV4,0.0,0,,0.3130355473108487,LUAD(↑3.1),0.0,0,0,,0.0,0.07825888682771218
HOXC13,0.0,0,,0.31268019149694765,"BRCA(↑2.0), LUAD(↑1.1)",0.0,0,0,,0.0,0.07817004787423691
IL4I1,0.0,0,,0.3122238325892435,"BRCA(↑1.7), LUAD(↑1.4)",0.0,0,0,,0.0,0.07805595814731088
TONSL,0.0,0,,0.312163791898464,"BRCA(↑1.5), LUAD(↑1.6)",0.0,0,0,,0.0,0.078040947974616
PCAT6,0.0,0,,0.3102614926636874,"BRCA(↑1.1), LUAD(↑2.0)",0.0,0,0,,0.0,0.07756537316592185
PRR11,0.0,0,,0.3095182899342507,"BRCA(↑1.6), LUAD(↑1.5)",0.0,0,0,,0.0,0.07737957248356267
MMP12,0.0,0,,0.3088409974452947,LUAD(↑3.1),0.0,0,0,,0.0,0.07721024936132367
ATAD2,0.0,0,,0.30731457928572475,"BRCA(↑1.6), LUAD(↑1.5)",0.0,0,0,,0.0,0.07682864482143119
P3H4,0.0,0,,0.30699312812253254,"BRCA(↑1.4), LUAD(↑1.7)",0.0,0,0,,0.0,0.07674828203063314
BIK,0.0,0,,0.306539605642853,"BRCA(↑1.6), LUAD(↑1.5)",0.0,0,0,,0.0,0.07663490141071325
PAQR4,0.0,0,,0.3057726053691813,"BRCA(↑1.9), LUAD(↑1.1)",0.0,0,0,,0.0,0.07644315134229533
STIL,0.0,0,,0.30575713426547,"BRCA(↑1.5), LUAD(↑1.6)",0.0,0,0,,0.0,0.0764392835663675
P4HA3,0.0,0,,0.3055298177367338,"BRCA(↑1.8), LUAD(↑1.3)",0.0,0,0,,0.0,0.07638245443418346
AC004816.1,0.0,0,,0.30236202255425637,"BRCA(↑1.1), LUAD(↑1.9)",0.0,0,0,,0.0,0.07559050563856409
PAEP,0.0,0,,0.3018698205684581,LUAD(↑3.0),0.0,0,0,,0.0,0.07546745514211453
SIX4,0.0,0,,0.3017680347481123,"BRCA(↑1.4), LUAD(↑1.6)",0.0,0,0,,0.0,0.07544200868702808
MFAP2,0.0,0,,0.30141388109436684,"BRCA(↑1.9), LUAD(↑1.1)",0.0,0,0,,0.0,0.07535347027359171
RHBDL1,0.0,0,,0.3012254007519565,"BRCA(↑1.2), LUAD(↑1.8)",0.0,0,0,,0.0,0.07530635018798912
FNDC1,0.0,0,,0.30114179909107197,"BRCA(↑1.7), LUAD(↑1.3)",0.0,0,0,,0.0,0.07528544977276799
ADAMTS14,0.0,0,,0.3010494434736497,"BRCA(↑1.6), LUAD(↑1.4)",0.0,0,0,,0.0,0.07526236086841243
MROH6,0.0,0,,0.29954005986151183,"BRCA(↑1.0), LUAD(↑2.0)",0.0,0,0,,0.0,0.07488501496537796
CENPE,0.0,0,,0.29931271198038445,"BRCA(↑1.6), LUAD(↑1.4)",0.0,0,0,,0.0,0.07482817799509611
POC1A,0.0,0,,0.29919360251899435,"BRCA(↑1.8), LUAD(↑1.2)",0.0,0,0,,0.0,0.07479840062974859
EDN2,0.0,0,,0.2979254063580335,"BRCA(↑1.6), LUAD(↑1.4)",0.0,0,0,,0.0,0.07448135158950837
NKAIN1,0.0,0,,0.2977674729286194,BRCA(↑3.0),0.0,0,0,,0.0,0.07444186823215485
ADAMDEC1,0.0,0,,0.29776163125468064,"BRCA(↑1.4), LUAD(↑1.6)",0.0,0,0,,0.0,0.07444040781367016
CCNF,0.0,0,,0.29753051867358865,"BRCA(↑1.6), LUAD(↑1.4)",0.0,0,0,,0.0,0.07438262966839716
CCDC167,0.0,0,,0.29697258652635483,"BRCA(↑1.7), LUAD(↑1.3)",0.0,0,0,,0.0,0.07424314663158871
ESRP1,0.0,0,,0.2969093428916215,"BRCA(↑1.9), LUAD(↑1.0)",0.0,0,0,,0.0,0.07422733572290538
HS6ST2,0.0,0,,0.2968560991929178,LUAD(↑3.0),0.0,0,0,,0.0,0.07421402479822944
FAM83H,0.0,0,,0.29641683667650404,"BRCA(↑1.9), LUAD(↑1.1)",0.0,0,0,,0.0,0.07410420916912601
OCIAD2,0.0,0,,0.2957141276998739,"BRCA(↑1.0), LUAD(↑1.9)",0.0,0,0,,0.0,0.07392853192496847
HSH2D,0.0,0,,0.2952789405141437,"BRCA(↑1.7), LUAD(↑1.2)",0.0,0,0,,0.0,0.07381973512853593
RPL39L,0.0,0,,0.295152045720786,"BRCA(↑1.1), LUAD(↑1.9)",0.0,0,0,,0.0,0.0737880114301965
MCM2,0.0,0,,0.2942319443739831,"BRCA(↑1.3), LUAD(↑1.6)",0.0,0,0,,0.0,0.07355798609349577
MMP3,0.0,0,,0.29355919368518424,"BRCA(↑1.7), LUAD(↑1.2)",0.0,0,0,,0.0,0.07338979842129606
KNL1,0.0,0,,0.29300273144741357,"BRCA(↑1.6), LUAD(↑1.3)",0.0,0,0,,0.0,0.07325068286185339
RAC3,0.0,0,,0.2919949529719157,"BRCA(↑1.2), LUAD(↑1.8)",0.0,0,0,,0.0,0.07299873824297892
EFNA3,0.0,0,,0.2911147760227998,"BRCA(↑1.1), LUAD(↑1.8)",0.0,0,0,,0.0,0.07277869400569995
AFAP1-AS1,0.0,0,,0.29109212693431075,LUAD(↑2.9),0.0,0,0,,0.0,0.07277303173357769
CEMIP,0.0,0,,0.29025236086346123,"BRCA(↑1.7), LUAD(↑1.2)",0.0,0,0,,0.0,0.07256309021586531
SOX12,0.0,0,,0.28982196065153987,"BRCA(↑1.8), LUAD(↑1.1)",0.0,0,0,,0.0,0.07245549016288497
MMP10,0.0,0,,0.2893932715490337,"BRCA(↑1.5), LUAD(↑1.4)",0.0,0,0,,0.0,0.07234831788725843
XRCC2,0.0,0,,0.28921655748863817,"BRCA(↑1.2), LUAD(↑1.7)",0.0,0,0,,0.0,0.07230413937215954
TIMELESS,0.0,0,,0.2890443195769447,"BRCA(↑1.4), LUAD(↑1.5)",0.0,0,0,,0.0,0.07226107989423618
CLSPN,0.0,0,,0.2887191937969001,"BRCA(↑1.5), LUAD(↑1.4)",0.0,0,0,,0.0,0.07217979844922502
MISP,0.0,0,,0.28809941967850783,BRCA(↑2.9),0.0,0,0,,0.0,0.07202485491962696
RAD54L,0.0,0,,0.2874402871102089,"BRCA(↑1.4), LUAD(↑1.5)",0.0,0,0,,0.0,0.07186007177755223
PPP2R2C,0.0,0,,0.28662942707706063,"BRCA(↑1.7), LUAD(↑1.1)",0.0,0,0,,0.0,0.07165735676926516
H2BC12,0.0,0,,0.28542544305917045,"BRCA(↑1.7), LUAD(↑1.2)",0.0,0,0,,0.0,0.07135636076479261
CLPSL2,0.0,0,,0.28507891652674056,"BRCA(↑1.7), LUAD(↑1.2)",0.0,0,0,,0.0,0.07126972913168514
FOXA1,0.0,0,,0.28502728149256057,"BRCA(↑1.8), LUAD(↑1.0)",0.0,0,0,,0.0,0.07125682037314014
E2F2,0.0,0,,0.28403458329468523,"BRCA(↑1.4), LUAD(↑1.4)",0.0,0,0,,0.0,0.07100864582367131
GFUS,0.0,0,,0.2837764702909535,"BRCA(↑1.6), LUAD(↑1.3)",0.0,0,0,,0.0,0.07094411757273837
SMKR1,0.0,0,,0.28366818675319744,"BRCA(↑1.4), LUAD(↑1.4)",0.0,0,0,,0.0,0.07091704668829936
DNAJC22,0.0,0,,0.28293686680864844,"BRCA(↑1.1), LUAD(↑1.7)",0.0,0,0,,0.0,0.07073421670216211
RBBP8NL,0.0,0,,0.2825954757786231,"BRCA(↑1.4), LUAD(↑1.4)",0.0,0,0,,0.0,0.07064886894465577
ZG16B,0.0,0,,0.28222111734506594,"BRCA(↑1.8), LUAD(↑1.0)",0.0,0,0,,0.0,0.07055527933626649
PKP3,0.0,0,,0.28144007447315955,"BRCA(↑1.4), LUAD(↑1.4)",0.0,0,0,,0.0,0.07036001861828989
ARHGAP11A,0.0,0,,0.2812720952296573,"BRCA(↑1.5), LUAD(↑1.3)",0.0,0,0,,0.0,0.07031802380741432
GPX2,0.0,0,,0.28121655041879057,"BRCA(↓-1.4), LUAD(↑2.8)",0.0,0,0,,0.0,0.07030413760469764
SEC61A1,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
MARS2,0.2,1,KRAS,0.0,,0.0,0,0,,0.0,0.06999999999999999
CNOT1,0.2,1,BRAF,0.0,,0.0,0,0,,0.0,0.06999999999999999
TRAPPC11,0.2,1,VHL,0.0,,0.0,0,0,,0.0,0.06999999999999999
PGAM1,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
HSD17B10,0.2,1,KRAS,0.0,,0.0,0,0,,0.0,0.06999999999999999
POLR3F,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
ANAPC10,0.2,1,VHL,0.0,,0.0,0,0,,0.0,0.06999999999999999
NELFB,0.2,1,KRAS,0.0,,0.0,0,0,,0.0,0.06999999999999999
RHEB,0.2,1,BRCA2,0.0,,0.0,0,0,,0.0,0.06999999999999999
RBM39,0.2,1,MYC,0.0,,0.0,0,0,,0.0,0.06999999999999999
UTP25,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
SDHD,0.2,1,MYC,0.0,,0.0,0,0,,0.0,0.06999999999999999
NGDN,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
SDHC,0.2,1,MYC,0.0,,0.0,0,0,,0.0,0.06999999999999999
CDKN1A,0.2,1,BRAF,0.0,,0.0,0,0,,0.0,0.06999999999999999
NHLRC2,0.2,1,ERBB2,0.0,,0.0,0,0,,0.0,0.06999999999999999
UROD,0.2,1,BRCA1,0.0,,0.0,0,0,,0.0,0.06999999999999999
SEPSECS,0.2,1,EGFR,0.0,,0.0,0,0,,0.0,0.06999999999999999
SUPT20H,0.2,1,MYC,0.0,,0.0,0,0,,0.0,0.06999999999999999
RAC1,0.2,1,KEAP1,0.0,,0.0,0,0,,0.0,0.06999999999999999
SNAP23,0.2,1,BRCA2,0.0,,0.0,0,0,,0.0,0.06999999999999999
PRC1,0.2,1,BRCA2,0.0,,0.0,0,0,,0.0,0.06999999999999999
UTP14A,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
MYH9,0.2,1,BRAF,0.0,,0.0,0,0,,0.0,0.06999999999999999
COPZ1,0.2,1,VHL,0.0,,0.0,0,0,,0.0,0.06999999999999999
PSMA2,0.2,1,VHL,0.0,,0.0,0,0,,0.0,0.06999999999999999
MRPL17,0.2,1,KRAS,0.0,,0.0,0,0,,0.0,0.06999999999999999
POLR1B,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
PDCL3,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
FOSL1,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
CLNS1A,0.2,1,BRCA2,0.0,,0.0,0,0,,0.0,0.06999999999999999
SNRNP70,0.2,1,MYC,0.0,,0.0,0,0,,0.0,0.06999999999999999
UBIAD1,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
TUBA1B,0.2,1,CTNNB1,0.0,,0.0,0,0,,0.0,0.06999999999999999
NPLOC4,0.2,1,VHL,0.0,,0.0,0,0,,0.0,0.06999999999999999
IRS2,0.2,1,MYC,0.0,BRCA(↓-1.8),0.0,0,0,,0.0,0.06999999999999999
GOSR2,0.2,1,VHL,0.0,,0.0,0,0,,0.0,0.06999999999999999
PSMB5,0.2,1,STK11,0.0,,0.0,0,0,,0.0,0.06999999999999999
PKM,0.2,1,FBXW7,0.0,,0.0,0,0,,0.0,0.06999999999999999
ATP6V1G1,0.2,1,VHL,0.0,,0.0,0,0,,0.0,0.06999999999999999
